SMILES
C=C(C)C1CCC2(C(=O)NCCNCC=Cc3ccc(Br)cc3)CCC3(C)C(CC(O)C4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C=O)C5CCC43C)C12
C=C(C)C1CCC2(C(=O)NCCNC(=O)CC3CCN(C(=O)NC(C)C)CC3CC)CCC3(C)C(CC(O)C4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C=O)C5CCC43C)C12
C=C(C)C1CCC2(C(=O)NCCNC(=O)CC3CCN(C(=O)Nc4cccc(OC)c4)CC3CC)CCC3(C)C(CC(O)C4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C=O)C5CCC43C)C12
C=C(C)C1CCC2(C(=O)NCCNC(=O)C3CN4CCC3CC4Cn3cc(C)nn3)CCC3(C)C(CC(O)C4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C=O)C5CCC43C)C12
C=C(C)C1CCC2(C(=O)NCCNC(=O)Cc3c(C)c4cc5c(cc4oc3=O)OC(C)(C)CC5)CCC3(C)C(CC(O)C4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C=O)C5CCC43C)C12
C=C(C)C1CCC2(C(=O)NCCNC(=O)C3CC(O)C(O)C4N=C(Nc5ccccc5)SC34)CCC3(C)C(CC(O)C4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C=O)C5CCC43C)C12
C=C(C)C1CCC2(C(=O)NCCNC(=O)C3CN4CCC3CC4Cn3cc(CN(C)Cc4ccccc4)nn3)CCC3(C)C(CC(O)C4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C=O)C5CCC43C)C12
C=C(C)C1CCC2(C(=O)NCCNC(=O)CC3CCN(C(=O)c4ccccc4)CC3CC)CCC3(C)C(CC(O)C4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C=O)C5CCC43C)C12
C=C(C)C1CCC2(C(=O)NCCNCC)CCC3(C)C(CC(O)C4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C=O)C5CCC43C)C12
C=C(C)C1CCC2(C(=O)NCCNC3CCc4c(c(=N)ccc5cc(OC)c(OC)c(OC)c45)CC3=O)CCC3(C)C(CC(O)C4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C=O)C5CCC43C)C12
C=C(C)C1CCC2(C(=O)NCCNC(=O)C3CC(O)C(O)C4NC(=S)NC34)CCC3(C)C(CC(O)C4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C=O)C5CCC43C)C12
C=C(C)C1CCC2(C(=O)NCCNC(=O)Cc3c[nH]c4ccccc34)CCC3(C)C(CC(O)C4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C=O)C5CCC43C)C12
C=C(C)C1CCC2(C(=O)NCCNC(=O)CC3CCNCC3Cc3cc(C(C)(C)C)on3)CCC3(C)C(CC(O)C4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C=O)C5CCC43C)C12
